job_id,head,relation,tail
3902361021,revit consultant,classified_as,architect in a firm/ revit projects are used in project settings
3895598370,customer service supervisor,requires,bachelor's degree
3895598370,customer service supervisor,requires,1-3 years of experience in a lead / supervisory / management position
3895598370,customer service supervisor,requires,1-2 years of logistics industry experience
3895598370,customer service supervisor,requires,previous customer service and operations background
3888944152,transformation lead,requires,change management
3888944152,transformation lead,requires,government contracts
3888944152,transformation lead,requires,project management
3888944152,transformation lead,related_to,supply chain modernization
3904390561,maintenance technician,requires,plumbing
3904390561,maintenance technician,requires,electrical
3904390561,maintenance technician,requires,carpentry
3904390561,maintenance technician,requires,dry-wall
3904390561,maintenance technician,requires,painting
3904390561,maintenance technician,requires,appliance service and repair
3904390561,maintenance technician,related_to,hvac
3904390561,maintenance technician,requires,hvac certification
3902919049,community manager,requires,manage
3902919049,community manager,requires,deposit
3902919049,community manager,requires,hire
3902919049,community manager,requires,train
3902919049,community manager,requires,motivate
3902919049,community manager,requires,administer
3902919049,community manager,requires,inspect
3902919049,community manager,requires,manage_staff
3902919049,community manager,requires,enter_lead_information
3902919049,community manager,requires,process
3902919049,community manager,requires,maintain_employees_files
3902919049,community manager,requires,analyze
3902919049,community manager,requires,audit
3902919049,community manager,requires,manage_accidents
3902919049,community manager,related_to,corporate_attitude
3902919049,community manager,related_to,communication_skills
3902919049,community manager,related_to,professional_appearance
3902919049,community manager,related_to,company_policies_and_procedures
3902788603,licensed practical nurse,requires,cpr certification
3902788603,licensed practical nurse,requires,english language proficiency
3902788603,licensed practical nurse,requires,computer knowledge
3889712267,teacher,requires,esl certification
3889712267,teacher,related_to,mandarin chinese
3886880724,project coordinator,requires,pmi certification
3886880724,project coordinator,requires,excellent communication and analytical skills
3886880724,project coordinator,requires,project management knowledge and practical experience with large software project
3886880724,project coordinator,requires,very strong experience with microsoft project application
3886880724,project coordinator,requires,knowledge of ms project and ms visio
3886880724,project coordinator,related_to,it project management
3888973757,registered nurse,requires,emr
3888973757,registered nurse,requires,critical thinking skills
3888973757,registered nurse,requires,individualized educational opportunities
3888973757,registered nurse,requires,collaboration
3888973757,registered nurse,requires,flexibility
3902346177,construction superintendent,requires,building construction experience
3902346177,construction superintendent,requires,bachelors degree
3902346177,construction superintendent,requires,4 years of building construction experience
3902346177,construction superintendent,requires,3 years as a superintendent
3902346177,construction superintendent,related_to,civil and structural work
3902346177,construction superintendent,related_to,general and subcontractor documents
3902346177,construction superintendent,related_to,all types of drawings and specifications
3902346177,construction superintendent,related_to,"constructions means, methods and materials"
3902346177,construction superintendent,related_to,understanding of line and grade and survey methods
3902346177,construction superintendent,related_to,knowledge of building codes and compliance
3902346177,construction superintendent,related_to,scheduling
3886841336,"representative, recovery and reinstatement",requires,receives inbound calls
3886841336,"representative, recovery and reinstatement",requires,places outbound follow up calls
3886841336,"representative, recovery and reinstatement",requires,assists reinstatement coordinators
3886841336,"representative, recovery and reinstatement",requires,generates daily reports
3886841336,"representative, recovery and reinstatement",requires,processes incoming faxes and email requests
3886841336,"representative, recovery and reinstatement",requires,reviews/processes vendor invoices
3901352887,recruiter,requires,bachelor's degree
3901352887,recruiter,requires,effective communication skills
3901352887,recruiter,requires,strong organizational and interpersonal skills
3901352887,recruiter,requires,experience working with microsoft office suite
3901352887,recruiter,requires,high-energy and passion
3901352887,recruiter,requires,demonstrated ability to meet quotas
3906094536,national sales director,requires,sales
3906094536,national sales director,related_to,protos security
3906094536,protos security,classified_as,security officer management company
3885106274,manufacturing engineering intern,requires,lean manufacturing principles
3885106274,manufacturing engineering intern,requires,2d and 3d cad software design tools
3885106274,manufacturing engineering intern,requires,me & ie skill sets
3885106274,manufacturing engineering intern,requires,microsoft office products
3902352589,extraction technician,requires,solventless terpene extraction
3902352589,extraction technician,requires,short path distillation
3902352589,extraction technician,requires,rotary evaporation
3889276830,registered nurse,requires,active rn license
3889276830,registered nurse,requires,degree from accredited nursing program
3889276830,registered nurse,requires,bls certifications
3889276830,registered nurse,requires,eighteen months of recent experience in an acute care med/surg setting
3889276830,med-surg registered nurse,related_to,provide care for primarily adult patients before and after surgical procedures
3894548378,child life specialist,requires,developmentally appropriate therapeutic play
3894548378,child life specialist,requires,education
3894548378,child life specialist,requires,collaboration
3894548378,child life specialist,requires,assessment
3894548378,child life specialist,requires,implementation
3894548378,child life specialist,requires,evaluation
3894548378,child life specialist,related_to,psychosocial care
3894548378,child life specialist,related_to,education for staff
3894548378,child life specialist,related_to,orientation
3894548378,child life specialist,related_to,training
3894548378,child life specialist,related_to,supervision
3894548378,child life specialist,related_to,process improvement initiatives
3894548378,child life specialist,related_to,shared decision making
3886486078,security systems installer/programmer,requires,cctv security systems
3886486078,security systems installer/programmer,requires,access control security systems
3886486078,security systems installer/programmer,requires,intrusion and burglary security systems
3886486078,security systems installer/programmer,requires,data and fiber optics horizontal cabling systems
3886486078,experienced field service technician,requires,low voltage security systems experience
3886486078,experienced field service technician,requires,cat5e
3886486078,experienced field service technician,requires,cat6
3886486078,experienced field service technician,requires,fiber optic cabling experience
3889756599,technology investment banking analyst,requires,financial modeling
3889756599,technology investment banking analyst,requires,business development
3889756599,technology investment banking analyst,requires,pitch preparation
3889756599,technology investment banking analyst,requires,deal execution
3889756599,technology investment banking analyst,requires,m&a
3889756599,technology investment banking analyst,requires,public and private financings
3889756599,technology investment banking analyst,requires,buyout assignments
3889756599,technology investment banking analyst,requires,superior written and oral communications skills
3889756599,technology investment banking analyst,requires,highly proficient financial analysis and modeling skills
3889756599,technology investment banking analyst,requires,technical proficiency
3889756599,technology investment banking analyst,requires,microsoft excel and powerpoint
3889756599,technology investment banking analyst,requires,"ability to work in an entrepreneurial, demanding and fast paced environment"
3889756599,technology investment banking analyst,requires,prioritize assignments while multi-tasking
3889756599,technology investment banking analyst,requires,excellent attention to detail
3905379287,baader technician assistant,requires,electrical systems maintenance
3905379287,baader technician assistant,requires,mechanical systems maintenance
3905379287,baader technician assistant,requires,fish filleting machines maintenance
3905379287,baader technician assistant,requires,angle encoders maintenance
3905379287,baader technician assistant,requires,clock maintenance
3905379287,baader technician assistant,requires,generators maintenance
3905379287,baader technician assistant,requires,proximity switches maintenance
3905379287,baader technician assistant,requires,step motors maintenance
3905379287,baader technician assistant,requires,controllers maintenance
3905379287,baader technician assistant,requires,chain drives maintenance
3905379287,baader technician assistant,requires,bearings maintenance
3905379287,baader technician assistant,requires,belt drives maintenance
3905379287,baader technician assistant,requires,pulley maintenance
3905379287,baader technician assistant,requires,back guides maintenance
3905379287,baader technician assistant,requires,bone guides maintenance
3905379287,baader technician assistant,requires,step motor belts maintenance
3905379287,baader technician assistant,requires,gearboxes maintenance
3891017672,inside sales representative,requires,high school diploma
3891017672,inside sales representative,requires,"1-year experience in sales support, inside sales, customer service or similar role within manufacturing"
3891017672,inside sales representative,requires,prior experience in a sales environment
3891017672,inside sales representative,requires,"1+ years' experience with ms office, excellent computer skills"
3891017672,inside sales representative,related_to,direct customers
3891017672,inside sales representative,related_to,direct sales manager
3891017672,inside sales representative,related_to,direct sales team
3891017672,inside sales representative,related_to,associates
3891017672,inside sales representative,classified_as,entry level sales position
3902342298,field sales representative,requires,travel
3902342298,field sales representative,related_to,"minneapolis, minnesota"
3902342298,field sales representative,related_to,physicians
3902342298,field sales representative,related_to,long term care facilities
3902342298,field sales representative,related_to,wound care
3902342298,field sales representative,related_to,senior care
3902342298,field sales representative,related_to,urology
3902342298,field sales representative,related_to,dermatology
3902342298,field sales representative,related_to,podiatry
3902342298,field sales representative,related_to,internal medicine
3902342298,field sales representative,related_to,infectious disease
3890897213,administrative assistant,requires,bookkeeping experience
3890897213,administrative assistant,requires,proficiency in bookkeeping software
3890897213,administrative assistant,requires,microsoft office suite
3901667913,business analyst,requires,oracle fusion cloud
3901667913,business analyst,requires,microsoft azure devops
3901667913,business analyst,related_to,crm
3901667913,business analyst,classified_as,remote
3903844247,marketing associate,requires,bachelor's degree in marketing or related field
3903844247,marketing associate,requires,0-2 years experience in the marketing field
3891291088,associate team leader,requires,customer service experience
3891291088,associate team leader,requires,computer proficient
3891291088,associate team leader,requires,ms office
3891291088,associate team leader,requires,positive attitude
3891291088,associate team leader,requires,flexible work schedule
3891291088,associate team leader,requires,high school diploma
3904962827,onsite maintenance technician,requires,av equipment cleaning
3904962827,onsite maintenance technician,requires,local safety standards
3904962827,onsite maintenance technician,requires,travel
3901958239,driver,requires,dot regulations
3901958239,driver,requires,safe driving guidelines and policies
3901958239,driver,requires,company safe driving standards
3885822256,commercial insurance select business broking specialist,requires,hybrid
3885822256,commercial insurance select business broking specialist,requires,remote
3885822256,commercial insurance select business broking specialist,requires,central region offices
3885822256,commercial insurance select business broking specialist,requires,cst or est time zone schedule
3904948227,cloud engineer,requires,java
3904948227,cloud engineer,requires,j2ee
3904948227,cloud engineer,related_to,documentum technology
3904948227,cloud engineer,classified_as,aws migration
3903443604,ruby developer,requires,back-end web development
3903443604,ruby developer,requires,software development
3903443604,ruby developer,requires,test-driven development
3903443604,ruby developer,requires,programming
3903443604,ruby developer,requires,rest
3903443604,ruby developer,requires,ruby programming language
3903443604,ruby,related_to,back-end web development
3906252318,tax professional,requires,bachelor's degree
3906252318,tax professional,requires,master's degree
3906252318,tax professional,requires,cpa license
3906252318,tax professional,requires,8-10 years of progressive public accounting tax experience
3900980572,technical recruiter iii,requires,bachelor's degree
3900980572,technical recruiter iii,requires,5+ years of full-cycle recruiting experience
3900980572,technical recruiter iii,related_to,engineering
3900980572,technical recruiter iii,related_to,operations
3900980572,technical recruiter iii,related_to,manufacturing
3905255940,human resources generalist,requires,recruiting
3905255940,human resources generalist,requires,employee relations
3905255940,human resources generalist,requires,performance management
3905255940,human resources generalist,requires,talent development
3905255940,human resources generalist,requires,succession planning
3905255940,human resources generalist,requires,compensation
3905255940,human resources generalist,requires,retention and engagement
3905255940,human resources generalist,related_to,compliance
3905255940,human resources generalist,related_to,efficiency
3905255940,human resources generalist,related_to,accuracy
3905255940,human resources generalist,classified_as,office setting
3898165123,technical developer,requires,oracle analytics cloud
3898165123,technical developer,requires,oracle fusion cloud hcm
3898165123,technical developer,requires,oracle erp modules
3898165123,technical developer,requires,bachelors degree in computer science
3898165123,technical developer,requires,information systems
3898165123,technical developer,requires,related field
3898165123,technical developer,requires,5 years' lead implementation experience
3898165123,technical developer,requires,higher education field
3898165123,technical developer,requires,client-facing experience
3898165123,technical developer,requires,ability to work independently
3898165123,technical developer,requires,ability to work in a team environment
3884443062,land acquisitions agent,requires,analyze parcels and row maps
3884443062,land acquisitions agent,requires,negotiation for acquisition of real property
3884443062,land acquisitions agent,requires,conduct county record searches for property information
3884443062,land acquisitions agent,requires,"be familiar with federal, state and industry laws and regulations"
3884443062,land acquisitions agent,requires,perform activities to support real property projects
3884443062,land acquisitions agent,requires,ensure schedule and budget performance
3894208996,estate administrator,requires,estimates value
3894208996,estate administrator,requires,collects assets
3894208996,estate administrator,requires,arranges payment
3894208996,estate administrator,requires,applies strong working knowledge
3894208996,estate administrator,requires,prepares federal estate tax returns
3894208996,estate administrator,requires,prepares massachusetts estate tax returns
3894208996,estate administrator,requires,prepares other state estate tax returns
3894208996,estate administrator,requires,arranges for distribution
3894208996,estate administrator,requires,prepares and files probate forms
3894208996,estate administrator,requires,reports to estate & trust administration manager
3895546114,behavioral health associate i,requires,nursing supervision
3895546114,behavioral health associate i,requires,patient monitoring
3895546114,behavioral health associate i,requires,patient care
3895546114,behavioral health associate i,requires,patient data collection
3895546114,behavioral health associate i,requires,patient supervision
3895546114,behavioral health associate i,requires,patient interaction
3895546114,behavioral health associate i,requires,patient safety checks
3895546114,behavioral health associate i,requires,patient contraband management
3895546114,behavioral health associate i,requires,patient valuables management
3895546114,behavioral health associate i,requires,patient activities
3895546114,behavioral health associate i,requires,patient educational-rehabilitative groups
3895546114,behavioral health associate i,requires,vital signs taking
3895546114,behavioral health associate i,requires,patient condition communication
3895546114,behavioral health associate i,requires,charting
3895546114,behavioral health associate i,requires,de-escalation techniques
3895546114,behavioral health associate i,requires,seclusion and restraints assistance
3895546114,behavioral health associate i,requires,unit cleaning
3889750259,registered nurse,requires,north carolina board of nursing license
3889750259,registered nurse,requires,cpr certification
3889750259,registered nurse,requires,in-service training
3889750259,registered nurse,related_to,geriatric nursing
3901990391,corporate counsel - commercial contracts,requires,knowledge and interest in technology
3901990391,corporate counsel - commercial contracts,requires,knowledge of basic accounting/finance
3901168464,truck driver,requires,class a or b cdl
3901168464,truck driver,requires,hazmat and tanker endorsement
3901168464,truck driver,requires,good driving record
3901168464,truck driver,requires,physically able to lift up to 60 pounds
3895524590,resident,requires,teaching_responsibility
3895524590,resident,related_to,uncommon schools - rochester prep
3895524590,resident,related_to,relay graduate school of education (relay gse)
3895524590,resident,related_to,americorps national service network
3903881365,it pc/printer technician,requires,mechanical aptitude
3903881365,it pc/printer technician,requires,strong interpersonal verbal/written skills
3904720628,sales outfitter,requires,computerized point of sale register system
3885832273,account executive,requires,promote
3885832273,account executive,requires,negotiate
3885832273,account executive,requires,select
3885832273,account executive,requires,assist
3885832273,account executive,requires,prepare
3885832273,account executive,requires,process
3885832273,account executive,requires,acquire
3902748498,creative director,requires,creative strategy
3902748498,creative director,requires,direct mail
3902748498,creative director,requires,web
3902748498,creative director,requires,social
3902748498,creative director,requires,presentation
3902748498,creative director,requires,field-marketing
3902748498,creative director,related_to,growth team leaders
3901950810,manufacturing engineer,requires,complex planning activities
3901950810,manufacturing engineer,requires,cost estimates
3901950810,manufacturing engineer,requires,work leadership
3901950810,manufacturing engineer,requires,technical problem resolution
3901950810,manufacturing engineer,requires,workforce utilization planning
3901950810,manufacturing engineer,requires,space requirements planning
3901950810,manufacturing engineer,requires,workflow planning
3901950810,manufacturing engineer,requires,fixturing and tooling design
3901950810,manufacturing engineer,requires,capital project management
3901950810,manufacturing engineer,requires,contractor coordination
3901950810,manufacturing engineer,requires,product specifications evaluation
3901950810,manufacturing engineer,requires,hazardous waste disposal evaluation
3901950810,manufacturing engineer,requires,hse manager support
3901950810,manufacturing engineer,requires,statistical methods application
3906089341,catering and events director,requires,event_management
3906089341,catering and events director,requires,client_relationship_management
3906089341,catering and events director,requires,sales
3905329272,rn icu,requires,nursing experience
3905329272,rn icu,requires,national provider bls
3905329272,rn icu,requires,national provider acls
3905329272,rn icu,requires,graduation from an accredited nursing program
3903845425,sr principal technical support engineer,requires,ngfw
3903845425,sr principal technical support engineer,requires,e-tac
3898173908,rolloff driver - class a cdl,requires,truck driving
3898173908,rolloff driver - class a cdl,requires,cdl class a certification
3898173908,rolloff driver - class a cdl,requires,excellent communication skills
3898173908,rolloff driver - class a cdl,requires,customer service skills
3898173908,rolloff driver - class a cdl,requires,experience operating trucks
3898173908,rolloff driver - class a cdl,requires,handling materials
3898173908,rolloff driver - class a cdl,requires,ability to lift heavy objects
3898173908,rolloff driver - class a cdl,requires,ability to work in outdoor environments
3898173908,rolloff driver - class a cdl,requires,basic knowledge of truck maintenance
3898173908,rolloff driver - class a cdl,requires,basic knowledge of safety procedures
3898173908,rolloff driver - class a cdl,requires,valid driver's license
3898173908,rolloff driver - class a cdl,requires,clean driving record
3898173908,rolloff driver - class a cdl,requires,high school diploma
3895559592,public education specialist,requires,bachelor's degree
3895559592,public education specialist,requires,2 - 4 years of related experience
3895559592,public education specialist,requires,experience supporting or working in the education field
3895559592,public education specialist,related_to,working knowledge of delivering public educational programs
3895559592,public education specialist,related_to,working knowledge of current public education programs and trends
3895559592,public education specialist,related_to,working skills to produce and deliver programs
3905299722,field service technician,requires,telecommunications products and equipment
3905299722,field service technician,requires,on-site installations
3905299722,field service technician,requires,troubleshooting
3905299722,field service technician,requires,repairs
3905299722,field service technician,requires,maintenance
3905299722,field service technician,requires,"direct, face-to-face contact with customers"
3905299722,field service technician,requires,proactive with sales of tds services and products
3905299722,field service technician,requires,understand how to use and demonstrate tds products
3905299722,field service technician,requires,seeks sales opportunities while educating the customer
3905299722,field service technician,requires,local service
3905299722,field service technician,requires,central office services
3905299722,field service technician,requires,structured cabling
3905299722,field service technician,requires,"mac (moves, adds and changes)"
3905299722,field service technician,requires,voice mail
3905299722,field service technician,requires,audio and/or video conferencing
3905299722,field service technician,requires,non-regulated cpe
3901352246,tax manager,requires,eight years of relevant experience in the accounting industry
3901352246,tax manager,related_to,diverse client base
3901352246,tax manager,related_to,smaller client service teams
3901352246,tax manager,related_to,excellent partner-to-staff ratio
3901352246,tax manager,related_to,opportunity to stand out
3901352246,tax manager,related_to,environment where your work is noticed
3901352246,tax manager,related_to,primary point of contact
3901352246,tax manager,related_to,daily liaison for all clients
3901352246,tax manager,classified_as,leading member of our tax services team
3901352246,tax manager,requires,variety of general accounting tasks
3901352246,tax manager,requires,review of individual and business tax returns
3901352246,tax manager,requires,various financial reporting
3901352246,tax manager,requires,quarterly payroll
3901352246,tax manager,requires,sales tax returns
3901352246,tax return preparation & review,requires,"oversee the preparation and serve as the reviewer for federal, state, and local tax returns"
3901352246,tax return preparation & review,requires,ensure compliance with all relevant tax codes and regulations
3891253364,truck driver,requires,driving experience
3891253364,truck driver,requires,clean dmv motor vehicle record
3891253364,truck driver,requires,cdl class b license
3895249865,global organic mobile acquisition associate manager,requires,3+ years of work experience in digital marketing
3895249865,global organic mobile acquisition associate manager,requires,experience using content management systems
3895249865,global organic mobile acquisition associate manager,requires,"basic knowledge of html, xml, json and css"
3895249865,global organic mobile acquisition associate manager,related_to,ios platform
3895249865,global organic mobile acquisition associate manager,related_to,android platform
3898134819,2nd press operator,requires,offset printing press experience
3898134819,2nd press operator,requires,attention to detail
3898134819,2nd press operator,requires,communication skills
3898134819,2nd press operator,requires,"ability to work in a hot, cold, dusty and noisy industrial environment"
3898134819,2nd press operator,requires,"ability to wear necessary personal protective equipment (safety glasses, ear plugs, hair nets, steel-toed boots, etc.)"
3898134819,2nd press operator,requires,ability to maintain strict adherence to safety rules and regulations
3902372137,accounting clerk,requires,excel
3902372137,accounting clerk,related_to,financial processes
3902352793,project manager,requires,technical credentials and certifications
3902352793,project manager,requires,flexible vacation policy
3902352793,project manager,requires,educational assistance
3902352793,project manager,requires,leadership and technical development academies
3902352793,project manager,related_to,health and human services outcomes
3902352793,project manager,related_to,technology and innovation
