job_id,head,relation,tail
3887873757,benefits consultant,requires,support
3887873757,benefits consultant,requires,reporting
3887482152,specialty representative,requires,handling objections
3904426878,health program administrator 1,requires,3 years experience
3905290863,analytical chemist,requires,chemistry
3903801667,sr. advanced control & optimization engineer,requires,engineering
3903801667,sr. advanced control & optimization engineer,requires,valid driver's license
3902354503,oracle database administrator,requires,oracle
3898158992,electronic repair and test technician,requires,computer skills
3904942587,material handler,requires,ppe
3904088432,graduate process engineer,related_to,process development
3901940214,jr designer,requires,indesign
3901940214,jr designer,requires,sketchup
3901940214,jr designer,requires,excel
3901160358,financial advisor,requires,partner
3901160358,financial advisor,requires,client relationships
3901160358,financial advisor,requires,long-term financial goals
3905337505,senior genai developer,requires,python
3903821559,cma supervisor,requires,supervision
3903821559,cma supervisor,requires,staff management
3903821559,cma supervisor,requires,staff development
3901983888,executive assistant,requires,editing
3901394579,desktop support engineer,requires,outlook
3901394579,desktop support engineer,requires,excel
3901394579,desktop support engineer,requires,word
3901394579,desktop support engineer,requires,servicenow
3905247937,network real estate specialist,requires,project management skills
3905247937,network real estate specialist,requires,strong communication skills
3905247937,network real estate specialist,requires,organized
3905247937,network real estate specialist,requires,collaborative
3905247937,network real estate specialist,requires,microsoft office software
3904385779,staff electrical designer,requires,associate degree
3894565408,patient service representative,requires,high school or ged
3894565408,patient service representative,requires,knowledge of microsoft office suite
3905392891,security officer,requires,customer service
3886216113,full stack engineer,requires,react
3886216113,full stack engineer,requires,node.js
3895503754,credentialed trainer,requires,epic
3905337708,caregiver,requires,compassion
3905337708,caregiver,requires,empathy
3905337708,caregiver,requires,dependability
3905337708,caregiver,requires,motivation
3905337708,caregiver,requires,professionalism
3888480364,senior mechanical engineer,requires,travel
3887480514,pt assistant store manager,requires,retail experience
3888942529,assistant property manager,requires,customer service
3888942529,assistant property manager,requires,property maintenance
3905210125,process engineer,requires,siemens nx
3905210125,process engineer,requires,autocad
3888032589,master sales consultant,related_to,exceptional service
3886450092,product owner ii,requires,c#
3886450092,product owner ii,requires,azure
3900951634,senior logistics analyst,requires,3-5 years of experience
3884942284,co-founder,requires,hospitality
3902320247,lead cashier,requires,passion
3902320247,lead cashier,requires,sales
3905358929,pro assistant department manager,requires,high school diploma or ged
3905358929,pro assistant department manager,requires,excellent communication skills
3905358929,pro assistant department manager,requires,ability to multi-task
3905358929,pro assistant department manager,requires,ability to work in a fast-paced environment
3905358929,product sales specialists,requires,customer service
3902751238,"director, regional engineering",requires,engineering
3902751238,"director, regional engineering",requires,operations
3906071870,applications analyst i,requires,design
3906071870,applications analyst i,requires,development
3906071870,applications analyst i,requires,implementation
3906071870,applications analyst i,requires,support
3906071870,applications analyst i,requires,planning
3906071870,high school diploma,requires,information technology
3905373572,risk manager,requires,bachelor’s degree
3905373572,risk manager,requires,7 years of experience
3903442777,senior devsecops engineer,requires,ci/cd pipelines
3903442777,senior devsecops engineer,requires,security controls
3904720654,speech language pathologist,requires,provide
3904720654,speech language pathologist,requires,participate
3904720654,speech language pathologist,requires,administer
3904720654,speech language pathologist,requires,report
3884804021,clinical social worker (msw),requires,crisis intervention
3904724129,radiation therapist,requires,oral contrast
3900086802,business systems analyst,requires,jira
3900086802,business systems analyst,requires,confluence
3901674282,production planner/scheduler,requires,sap
3901674282,production planner/scheduler,requires,excel
3904392217,social media manager,requires,teamwork
3884899911,recreation specialist,requires,customer service
3906235658,platform delivery manager,requires,delivery
3905308949,plant manager,requires,procurement
3905308949,plant manager,requires,logistics
3905308949,plant manager,requires,inventory
3905308949,plant manager,requires,production
3905308949,plant manager,requires,maintenance
3900078176,cook,requires,team player
3902755839,estimator ll,requires,multitasking
3902755839,estimator ll,requires,ability to collaborate
3902755839,estimator ll,requires,attention to detail
3902755839,estimator ll,requires,detail-oriented
3904569465,banking center manager,requires,business development
3904569465,banking center manager,requires,networking
3904569465,banking center manager,requires,microsoft word
3904569465,banking center manager,requires,outlook
3903835211,centralized monitor technician i,requires,high school diploma or ged
3894297093,certified nursing assistant (cna),requires,patience
3894297093,certified nursing assistant (cna),requires,empathy
3894297093,certified nursing assistant (cna),requires,prompt
3894297093,certified nursing assistant (cna),requires,dedicated
3900073930,global technical sales intern,requires,technology
3900073930,global technical sales intern,requires,thought leadership
3902865842,"associate director, account services",requires,marketing strategies
3901641321,sr reactjs developer,requires,react.js
3901641321,sr reactjs developer,requires,npm
3901641321,sr reactjs developer,requires,typescript
3901641321,sr reactjs developer,requires,cypress
3901641321,sr reactjs developer,requires,html5
3904944778,network implementation engineer,requires,project management
3904944778,network implementation engineer,requires,collaboration
3904944778,network implementation engineer,requires,coordination
3904944778,network implementation engineer,requires,partnership
3904944778,network implementation engineer,requires,construction
3904579368,onboarding specialist,requires,excellent communication skills
3904579368,onboarding specialist,requires,strong problem-solving skills
3901944835,account executive,requires,excellent written and verbal communication skills
3901944835,account executive,requires,strong interpersonal and communication skills
3887102595,customer relationship management consultant,requires,azure cloud
3887102595,customer relationship management consultant,requires,azure devops
3887102595,customer relationship management consultant,requires,github
3887102595,customer relationship management consultant,requires,web api
3887102595,customer relationship management consultant,requires,data migration
3905668670,senior calibration technician,requires,sap
3898168356,equipment & controls planning engineer,requires,mechanical engineering
3898168356,equipment & controls planning engineer,requires,electrical engineering
3898168356,equipment & controls planning engineer,requires,industrial engineering
3898168356,equipment & controls planning engineer,classified_as,project planning
3887581372,physician assistant,requires,critical care
3887581372,physician assistant,requires,acls
3887581372,physician assistant,requires,bls
3887581372,nurse practitioner,requires,critical care
3887581372,nurse practitioner,requires,acls
3887581372,nurse practitioner,requires,bls
3904989598,"associate director, analytics & insights",related_to,team management
3904089050,senior content editor,requires,motivation
3904089050,senior content editor,requires,expertise
3900081787,assistant patient care manager,requires,communication
3900081787,assistant patient care manager,requires,payroll
3900081787,assistant patient care manager,requires,coaching
3904719638,"rn case manager, home health per diem",requires,documentation
3905215119,field support specialist,requires,driving
3905215119,field support specialist,requires,computer skills
3905215119,field support specialist,requires,smartphone skills
3905215119,field support specialist,requires,physical stamina
3905215119,field support specialist,requires,prioritization skills
3888947439,sr. project management manager,requires,project management
3888947439,sr. project management manager,requires,strategic planning
3888947439,sr. project management manager,requires,management experience
3894871488,senior software engineer,requires,machine learning
3894871488,senior software engineer,requires,java
3894871488,machine learning,related_to,java
3902878355,electrical superintendent,requires,manage
3902878355,electrical superintendent,requires,hiring
3902878355,electrical superintendent,requires,training
3902878355,electrical superintendent,requires,mentoring
3902878355,electrical superintendent,requires,travel
3902878355,electrical journeyman,requires,integrity
3884823130,maintenance generalist,requires,electrical systems
3904370338,administrative assistant,requires,strong communication skills
3904370338,administrative assistant,requires,organizational skills
3904370338,administrative assistant,requires,knowledge of medical terminology
3905200490,patient care associate-pca,requires,bls
3891072419,information technology intern,requires,microsoft office products
3891072419,information technology intern,requires,mobile devices
3901990304,stocker / cashier,requires,reliable transportation
3905327739,system engineer/professional services engineer,requires,network design
3905327739,system engineer/professional services engineer,requires,project management
3885828636,merchandiser - retail projects - part time,requires,strong communication skills
3885835078,sped teacher,requires,bachelor’s degree
3900073693,bus driver,requires,high school diploma or equivalent
3900080788,assistant admin,requires,office software
3900080788,assistant admin,requires,strong organizational skills
3900080788,assistant admin,requires,attention to detail
3887858270,maintenance facilities tech,related_to,dusting
3904702956,business intelligence analyst,requires,data analysis
3904702956,business intelligence analyst,requires,power bi
3894228332,warehouse associate,requires,lift 50 pounds
3900981780,data governance/quality analyst,requires,sql
3900981780,data governance/quality analyst,requires,data visualization
3900981780,data quality analyst,requires,critical thinking
3905294747,civil engineer,related_to,autocad civil 3d
3903442020,middleware consultant,requires,mq
3903442020,websphere liberty profile,classified_as,systems
3906254416,security solutions engineer,requires,java
3905347357,welder,requires,reliable transportation
3884430701,maintenance technician,requires,high school diploma or ged
3884430701,maintenance technician,requires,professional communication skills
3902865686,aircraft mechanic,requires,troubleshooting
3902865686,aircraft mechanic,requires,modifications
3905346585,applied machine learning research scientist,requires,market research
3895489674,software validation/verification engineer iii,related_to,hvac systems
3901939915,back end developer,requires,javascript
3901939915,back end developer,requires,html
3901939915,back end developer,requires,c++
3901939915,back end developer,requires,c#
3901939915,back end developer,requires,sql
3903475428,operations assistant,requires,administrative skills
3903475428,operations assistant,requires,problem-solving skills
3905876178,customer service representative,requires,team player
3905876178,customer service representative,requires,great communication skills
3904068864,online tutor,requires,"friendly, approachable personality"
3904068864,online tutor,requires,ability to personalize lessons for each student
3901347229,land development project manager,related_to,planning
3901347229,land development project manager,related_to,collaboration
3901347229,land development project manager,related_to,leadership
3901347229,land development project manager,related_to,budget management
3901347229,land development project manager,related_to,quality standards
3906234219,clinical trial manager,requires,people skills
3901908167,financial services professional,requires,professional growth
3903477099,customer marketing specialist,requires,healthcare experience
3906251272,math teacher,requires,data analysis
3905801076,fiber technician,requires,mechanical aptitude
3905801076,fiber technician,requires,dependability
3905801076,fiber technician,requires,safety minded
3905801076,fiber technician,requires,teamwork
3904367432,banquet houseperson,requires,customer service
3905829490,project executive,requires,strategic planning
3905829490,project executive,requires,procurement
3905829490,project executive,requires,scheduling
3905829490,project executive,requires,progress reporting
3905829490,project executive,requires,change management
3902914762,software developer,requires,c
3902914762,software developer,requires,c++
3885852869,house attendant,requires,high school diploma or equivalent
3885852869,house attendant,requires,experience in a hotel or a related field
3905870033,senior software engineer,requires,javascript
3905870033,senior software engineer,requires,typescript
3905870033,senior software engineer,requires,nodejs
3902784806,senior security response engineer,requires,effective communication skills
3900944008,"manager, partner development",requires,strong negotiation skills
3900944008,"manager, partner development",requires,strong communication and interpersonal skills
3902399653,sap pp consultant,requires,jira
3901376844,general manager,related_to,sales
3901376844,general manager,related_to,profitability
3901376844,general manager,related_to,operational excellence
3901376844,general manager,related_to,budget
3901376844,general manager,related_to,hiring
3903877728,software development engineer,requires,html
3903877728,software development engineer,requires,css
3904417882,inside sales rep,requires,computer skills
3904417882,inside sales rep,requires,reliability
3904417882,inside sales rep,requires,team player
3904417882,inside sales rep,requires,valid driver's license
3904417882,inside sales rep,requires,reliable transportation
3887466984,"portfolio manager, vice president",requires,financial analysis
3887466984,"portfolio manager, vice president",requires,risk assessment
3887466984,"portfolio manager, vice president",requires,processes
3887466984,"portfolio manager, vice president",requires,systems
3901949698,cyber security engineer,requires,ts/sci ci poly cyber security certification
3901949698,cyber security engineer,requires,ansible
3901949698,cyber security engineer,requires,kubernetes
3901986371,part-time manager/3rd key holder,requires,retail experience
3901986371,part-time manager/3rd key holder,requires,excellent verbal/written communication and organizational skills
3901986371,part-time manager/3rd key holder,requires,basic computer skills
3901986371,part-time manager/3rd key holder,requires,understands the importance of customer service
3901986371,part-time manager/3rd key holder,requires,sound understanding of mathematics and strong reading comprehension skills
3905366462,developer iii,requires,modifications
3895217832,store designer ii,requires,autocad
3895217832,store designer ii,requires,sketchup
3895217832,store designer ii,requires,adobe creative suite
3902742435,biological analyst,requires,strategy
3902742435,biological analyst,requires,plans
3902742435,biological analyst,requires,security
3902742435,biological analyst,requires,logistics
3902742435,biological analyst,requires,security
3902939142,treasury analyst,requires,associate degree
3901903253,aws cloud infrastructure and devops technical sme,requires,12+ years of experience
3901903253,aws cloud infrastructure and devops technical sme,requires,leadership skills
3888026412,hospice liaison,requires,coordinating
3888026412,hospice liaison,requires,organizing
3901373198,accounts receivable coordinator,requires,customer service experience
3905334894,branch manager,requires,management
3905334894,branch manager,requires,healthcare experience
3902782960,dietary aide,requires,high school diploma or general education degree (ged)
3798453023,vp ecommerce,requires,social media
3905329594,financial data analyst,requires,accounting principles
3905329594,financial data analyst,requires,data analysis
3905329594,financial data analyst,requires,reporting
3905329594,financial data analyst,requires,decision-making
3905329594,financial data analyst,requires,internal controls
3906247844,analyst supply planning,requires,transportation
3891018181,operations manager,related_to,microsoft office
3891018181,operations manager,related_to,hipaa
3888485985,financial reporting manager,requires,management experience
3888485985,financial reporting manager,requires,cpa certification
3901396401,senior commodity buyer,requires,sourcing
3905295539,delivery specialist,requires,high school diploma or equivalent
3905295539,delivery specialist,requires,valid state driver's license and good driving record
3900962167,investigative professional,requires,proficiency in microsoft office suite
3904060021,deli production team member,requires,ability to lift 50 pounds
3904983219,product owner,requires,software development
3904390090,pm houseperson,requires,attention to detail
3904390090,pm houseperson,requires,customer focused
3885807553,quality assurance superintendent,requires,supervisory experience
3903827021,senior business analyst,requires,collaborative
3903827021,senior business analyst,requires,dedicated
3898176871,customer experience specialist,related_to,communication
3898176871,customer experience specialist,related_to,collaboration
3898176871,customer experience specialist,related_to,resourcefulness
3898173502,revenue cycle liaison,requires,high school graduate or equivalent
3905371092,senior administrative manager,requires,time management skills
3904946033,supply chain coordinator,requires,excellent verbal and written communication skills
3903809237,water/wastewater project manager,requires,client_relationship_management
3903185019,account executive,requires,prospecting
3903185019,account executive,requires,selling
3895800482,customer service specialist,requires,excellent customer service
3895800482,customer service specialist,requires,product knowledge
3895800482,customer service specialist,requires,inventory control
3884916230,civil engineering project manager,requires,accountability
3904961551,voice engineer,classified_as,network design
3884858184,criminal defense paralegal,requires,5+ years of experience
3884858184,criminal defense paralegal,requires,ability to work independently
3884858184,criminal defense paralegal,requires,ability to work collaboratively
3877509537,maintenance engineering specialist,requires,best practices
3905398212,field service technician intern,requires,information technology
3905398212,field service technician intern,requires,networking
3905398212,field service technician intern,requires,microsoft office skills
3905398212,field service technician intern,requires,quick learner
3905398212,field service technician intern,requires,resourcefulness
3904711901,sales territory manager,requires,outside sales experience
3904711901,microsoft office suite,requires,outlook
3904711901,microsoft office suite,requires,word
3904711901,microsoft office suite,requires,powerpoint
3902357420,math teacher (3rd grade),requires,bachelor’s degree
3905368998,customer service representative,requires,greet customers
3905368998,customer service representative,requires,run the register
3903445326,devops/cloud engineer,requires,kubernetes
3903445326,devops/cloud engineer,requires,monitoring
3903445326,devops/cloud engineer,requires,ci/cd
3902741075,real estate closing attorney,requires,5+ years of experience
3894851126,production manager,requires,excellent written and verbal communication skills
3894851126,production manager,requires,excellent time management skills
3894851126,production manager,requires,highly organized
3898169629,senior accountant,requires,financial management
3898169629,senior accountant,requires,communication
3898169629,senior accountant,requires,learning & development
3904997660,business office coordinator,requires,medical terminology
3904997660,business office coordinator,requires,strong written and verbal communication skills
3904997660,business office coordinator,requires,excellent customer service skills
3904997660,business office coordinator,requires,strong problem solving skills
3904997660,computer competency,requires,email
3902351265,project manager,requires,civil engineering
3903804778,northeast region bridge lead,requires,quality
3901348664,store delivery driver,requires,driving
3901348664,store delivery driver,requires,inventory management
3901348664,store delivery driver,requires,safety
3901348664,store delivery driver,requires,mechanical skills
3903886535,ap computer science a tutor,requires,"friendly, approachable personality"
3903886535,ap computer science a tutor,requires,ability to personalize lessons for each student
3902917752,mortgage loan officer,requires,enthusiasm for providing customers with the best possible service
3905206525,"program supervisor, residential rehabilitation",requires,supervisory experience
3894297342,it help desk supervisor,requires,technical guidance
3894297342,it help desk supervisor,requires,mentoring
3894297342,it help desk supervisor,requires,training
3894297342,it help desk supervisor,requires,planning
3894297342,it help desk supervisor,requires,reviewing
3887484270,social media supervisor,requires,team leadership
3901940538,accounts receivable,requires,excellent communication and analytical skills
3902829611,delivery driver,requires,insurance
3895202233,senior environmental scientist,requires,conducts research
3895202233,senior environmental scientist,classified_as,consultant
3904420116,pharmacy technician assistant,requires,fast-paced environment
3904420116,pharmacy technician assistant,requires,helping customers
3899540707,entry-level communications representative,requires,excellent written and verbal communication skills
3899540707,entry-level communications representative,requires,proficiency in microsoft office suite
3899540707,entry-level communications representative,requires,ability to work independently
3899540707,entry-level communications representative,requires,ability to collaborate
3899540707,entry-level communications representative,requires,strong organizational skills
3906259800,property accountant,requires,accounts payable
3906259800,property accountant,requires,cash management
3906259800,property accountant,requires,financial reporting
3887904039,distribution journeyman lineman,requires,maintaining
3904096772,tax supervisor,requires,cpa license
3904062224,etl sdet tester,requires,etl
3904062224,end to end tester,requires,selenium
3904062224,etl sdet tester,requires,snowflake
3904062224,senior end to end sdet,requires,cypress
3904062224,senior end to end sdet,requires,selenium
3904062224,senior end to end sdet,requires,azure
3902757441,heat treat technician,related_to,continuous improvement
3904719618,shift supervisor,requires,effective communication skills
3905370869,room attendant,related_to,dusting
3904429594,engagement content strategist,requires,strategic thinking
3904429594,engagement content strategist,requires,collaborate with cross-functional teams
3891273907,receptionist,requires,phone_answering_skills
3891273907,receptionist,requires,client_greeting_skills
3891273907,receptionist,requires,scheduling_skills
3891273907,receptionist,requires,office_cleanliness_skills
3891273907,receptionist,requires,teamwork_skills
3891273907,customer_service,related_to,fast_paced_environment
3891273907,customer_service,related_to,multi_tasking_skills
3891273907,office_management,related_to,organization_skills
3891273907,office_management,related_to,time_management_skills
3891273907,computer_proficiency,requires,microsoft_office_skills
3902914649,retail sales associate,requires,macy's magic
3902914649,retail sales associate,requires,macy's shopper
3905668393,senior qa engineer,requires,software development
3905374829,therapy consultant,requires,technical expertise
3905374829,therapy consultant,requires,product demonstrations
3905374829,therapy consultant,requires,installation
3905374829,therapy consultant,requires,maintenance
3900984295,programmer analyst .net core,requires,jquery
3900984295,programmer analyst .net core,requires,react
3900984295,programmer analyst .net core,requires,angular
3900984295,programmer analyst .net core,requires,blazor
3900984295,programmer analyst .net core,requires,css3
3894564390,dwb quality supervisor,requires,coordinates
3894564390,dwb quality supervisor,requires,organizes
3894564390,dwb quality supervisor,requires,schedules
3894564390,dwb quality supervisor,requires,directs
3894564390,dwb quality supervisor,requires,verifies
3894542977,"senior associate, enterprise risk management - control methodology",requires,risk management
3894542977,"senior associate, enterprise risk management - control methodology",requires,compliance
3894542977,"senior associate, enterprise risk management - control methodology",requires,audit
3894542977,"senior associate, enterprise risk management - control methodology",requires,strong written and verbal communication skills
3894542977,"senior associate, enterprise risk management - control methodology",requires,strong problem solving skills
3904507978,sales associate,requires,customer service skills
3904507978,sales associate,requires,product knowledge
3904507978,sales associate,requires,sales skills
3904574615,sap fico,requires,excellent verbal and written communication skills
3904358905,agent sales executive,requires,analytical skills
3887882039,technical sourcing manager,requires,strategic planning
3887882039,technical sourcing manager,requires,hardware
3887882039,technical sourcing manager,requires,software
3887882039,technical sourcing manager,requires,automation
3906093658,senior java software engineer,related_to,amazon web services
3894872022,forklift operator,requires,forklift
3901991931,corporate paralegal,related_to,mergers and acquisitions
3903817279,endoscopy rn,requires,3 years experience
3901955562,senior product owner,requires,product management
3887578916,nurse educator,requires,passion
3887578916,nurse educator,requires,patient-centered care
3889478941,"senior manager, software development engineering",requires,technical leadership
3889478941,"senior manager, software development engineering",requires,development
3889478941,"senior manager, software development engineering",requires,delivery
3894999440,ux designer iii,requires,adobe creative suite
3894999440,ux designer iii,requires,figma
3905204757,specialty account manager,requires,private practices
3903873371,data science intern,requires,r
3903873371,data science intern,requires,data analysis
3903873371,data science intern,requires,statistics
3901455749,manager product systems,requires,project management experience
